154414 , 3 , 2 , 1100 , 102216
154223 , 3 , 2 , 1288 , 102216
140395 , 3 , 2 , 1124 , 102216
151293 , 3 , 2 , 1080 , 102216
153791 , 3 , 2 , 1296 , 102216
146597 , 3 , 2 , 1425 , 102216
152154 , 3 , 2 , 1395 , 102216
154034 , 3 , 2 , 1402 , 102216
154171 , 3 , 2 , 1428 , 102216
152002 , 3 , 2 , 1260 , 102216
153432 , 3 , 2 , 1110 , 102216
139427 , 3 , 2 , 1337 , 102216
145448 , 3 , 2 , 1245 , 102216
154276 , 3 , 2 , 1253 , 102216
151864 , 3 , 2 , 1158 , 102216
150294 , 3 , 2 , 1100 , 102216
153734 , 3 , 2 , 1342 , 102216
140460 , 3 , 2 , 1190 , 102216
137090 , 3 , 2 , 1400 , 102216
153668 , 3 , 2 , 1191 , 102216
153570 , 3 , 2 , 1398 , 102216
152227 , 3 , 2 , 1400 , 102216
154455 , 3 , 2 , 1442 , 102216
138730 , 3 , 2 , 1325 , 102216
146986 , 3 , 2 , 1255 , 102216
153371 , 3 , 2 , 1167 , 102216
154006 , 3 , 2 , 1420 , 102216
151903 , 3 , 2 , 1152 , 102216
152978 , 3 , 2 , 1274 , 102216
153000 , 3 , 2 , 1232 , 102216
153428 , 3 , 2 , 1110 , 102216
154474 , 3 , 2 , 1316 , 102216
154376 , 3 , 2 , 1440 , 102216
141188 , 3 , 2 , 1258 , 102216
153370 , 3 , 2 , 1171 , 102216
148736 , 3 , 2 , 1304 , 102216
153876 , 3 , 2 , 1145 , 102216
154401 , 3 , 2 , 1080 , 102216
154145 , 3 , 2 , 1241 , 102216
154060 , 3 , 2 , 1171 , 102216
153850 , 3 , 2 , 1180 , 102216
150981 , 3 , 2 , 1157 , 102216
154279 , 3 , 2 , 1439 , 102216
149024 , 3 , 2 , 1395 , 102216
154131 , 3 , 2 , 1261 , 102216
154322 , 3 , 2 , 1352 , 102216
151772 , 3 , 2 , 1226 , 102216
